Year,Energia iturri berriztagarria,Units,Lurraldea,Eskualdea,Udalerria,GeoCode,Value
2017,Fotovoltaikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,3.51
2018,Fotovoltaikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,3.6
2019,Fotovoltaikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,3.72
2020,Fotovoltaikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,3.91
2021,Fotovoltaikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,3.85
2022,Fotovoltaikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,3.95
2010,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,135.14
2011,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,128.76
2012,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,109.76
2013,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,115.88
2014,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,119.52
2015,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,108.43
2016,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,112.03
2017,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,129.19
2018,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,131.07
2019,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,135.0
2020,Fotovoltaikoa,Watt per capita,,,Navaridas,Navaridas,121.62
2010,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,199.13
2011,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,199.13
2012,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,197.55
2013,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,196.35
2014,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,243.9
2015,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,241.41
2016,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,238.95
2017,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,237.93
2018,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,233.39
2019,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,290.06
2020,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,299.92
2021,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,373.71
2022,Fotovoltaikoa,Watt per capita,,,Okondo,Okondo,370.53
2010,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,201.34
2011,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,204.08
2012,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,197.88
2013,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,197.18
2014,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,212.77
2015,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,200.0
2016,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,200.72
2017,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,198.58
2018,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,195.12
2019,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,194.44
2020,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,174.45
2021,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,169.18
2022,Fotovoltaikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,172.31
2010,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,170.7
2011,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,166.09
2012,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,314.52
2013,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,318.18
2014,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,314.59
2015,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,314.34
2016,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,303.17
2017,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,298.16
2018,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,300.64
2019,Fotovoltaikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,321.05
2010,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2011,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2012,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2013,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2014,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2015,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2016,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2017,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2018,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2019,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2020,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2021,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2022,Fotovoltaikoa,Watt per capita,,,Añana,Añana,0.0
2010,Fotovoltaikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,984.53
2010,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,0.0
2011,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,0.0
2012,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,16.23
2013,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,18.32
2014,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,0.0
2015,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,18.12
2016,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,20.41
2017,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,21.1
2020,Fotovoltaikoa,Watt per capita,,,Samaniego,Samaniego,948.63
2010,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,487.8
2011,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,557.82
2012,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,542.82
2013,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,591.4
2014,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,595.4
2015,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,598.64
2016,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,600.27
2017,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,602.74
2018,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,597.01
2019,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,900.83
2020,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,893.44
2021,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,953.42
2022,Fotovoltaikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,950.82
2010,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,7.47
2011,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,7.28
2012,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.78
2013,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.86
2014,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,7.5
2015,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.54
2016,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.46
2017,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.43
2018,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.27
2019,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,6.21
2020,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,84.94
2021,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,290.66
2022,Fotovoltaikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,284.94
2010,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2011,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2012,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2013,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2014,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2015,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2016,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2017,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2018,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2019,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2020,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2021,Fotovoltaikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,0.0
2010,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,115.15
2011,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,122.78
2012,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,127.62
2013,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,145.1
2014,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,148.82
2015,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,148.37
2016,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,148.64
2017,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,147.87
2018,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,154.98
2019,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,186.69
2020,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,235.59
2021,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,334.03
2022,Fotovoltaikoa,Watt per capita,,,Vitoria-Gasteiz,Vitoria-Gasteiz,334.29
2010,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,82.43
2011,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,82.32
2012,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,81.93
2013,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,81.89
2014,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,83.87
2015,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,84.0
2016,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,83.92
2017,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,84.14
2018,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,90.83
2019,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,98.55
2020,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,107.39
2021,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,156.24
2022,Fotovoltaikoa,Watt per capita,,Arabako Kantaurialdea / Cantábrica Alavesa,,Arabako Kantaurialdea / Cantábrica Alavesa,166.43
2010,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,245.1
2011,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,260.42
2012,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,282.72
2013,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,275.51
2014,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,242.72
2015,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,272.73
2016,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,271.36
2017,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,275.51
2018,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,278.35
2019,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,274.11
2020,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,263.41
2021,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,454.11
2022,Fotovoltaikoa,Watt per capita,,,Zalduondo,Zalduondo,439.25
2010,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,265.63
2011,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,352.23
2012,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,354.9
2013,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,355.63
2014,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,360.4
2015,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,366.39
2016,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,367.31
2017,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,366.54
2018,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,434.25
2019,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,575.36
2020,Fotovoltaikoa,Watt per capita,,,Zuia,Zuia,669.51
2015,Fotovoltaikoa,Watt per capita,,,Iruña Oka/Iruña de Oca,Iruña Oka/Iruña de Oca,976.6
2016,Fotovoltaikoa,Watt per capita,,,Iruña Oka/Iruña de Oca,Iruña Oka/Iruña de Oca,962.74
2017,Fotovoltaikoa,Watt per capita,,,Iruña Oka/Iruña de Oca,Iruña Oka/Iruña de Oca,945.14
2018,Fotovoltaikoa,Watt per capita,,,Iruña Oka/Iruña de Oca,Iruña Oka/Iruña de Oca,934.26
2010,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,74.19
2011,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,78.69
2012,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,79.9
2013,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,88.41
2014,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,90.16
2015,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,90.07
2016,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,92.4
2017,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,92.33
2018,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,99.6
2019,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,110.25
2020,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,126.52
2021,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,227.75
2022,Fotovoltaikoa,Watt per capita,Gipuzkoa,,,Gipuzkoa,245.45
2010,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,286.62
2011,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,283.02
2012,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,293.75
2013,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,294.67
2014,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,470.22
2015,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,490.45
2016,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,481.25
2017,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,490.45
2018,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,469.51
2019,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,490.45
2020,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,501.63
2021,Fotovoltaikoa,Watt per capita,,,Abaltzisketa,Abaltzisketa,641.45
2010,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,268.46
2011,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,268.46
2012,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,271.52
2013,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,263.38
2014,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,258.06
2015,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,264.52
2016,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,255.72
2017,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,256.25
2018,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,256.25
2019,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,254.66
2020,Fotovoltaikoa,Watt per capita,,,Aduna,Aduna,257.32
2010,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,173.01
2011,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,170.07
2012,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,178.81
2013,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,176.47
2014,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,166.67
2015,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,174.76
2016,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,539.47
2017,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,543.05
2018,Fotovoltaikoa,Watt per capita,,,Albiztur,Albiztur,554.05
2010,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2011,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2012,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2013,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2014,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2015,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2016,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2017,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2018,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2019,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2020,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,0.0
2021,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,75.29
2022,Fotovoltaikoa,Watt per capita,,,Alegia,Alegia,74.3
2010,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2011,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2012,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2013,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2014,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2015,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2016,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2017,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2018,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2019,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2020,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,0.0
2021,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,615.16
2022,Fotovoltaikoa,Watt per capita,,,Alkiza,Alkiza,592.7
2010,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2011,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2012,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2013,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2014,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2015,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2016,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2017,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2018,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2019,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,0.0
2020,Fotovoltaikoa,Watt per capita,,,Altzo,Altzo,47.98
2010,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,10.52
2011,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,10.46
2012,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,9.42
2013,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,9.48
2014,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,10.85
2015,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,9.77
2016,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,31.49
2017,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,31.42
2018,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,31.97
2019,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,31.52
2020,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,88.46
2021,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,182.8
2022,Fotovoltaikoa,Watt per capita,,,Amezketa,Amezketa,318.13
2010,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,81.62
2011,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,81.51
2012,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,81.26
2013,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,81.15
2014,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,81.3
2015,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,81.47
2016,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,80.92
2017,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,80.91
2018,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,80.83
2019,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,95.14
2020,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,95.92
2021,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,219.65
2022,Fotovoltaikoa,Watt per capita,,,Andoain,Andoain,228.17
2010,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,48.86
2011,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,51.59
2012,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,51.48
2013,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,73.24
2014,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,73.22
2015,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,73.08
2016,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,73.41
2017,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,73.6
2018,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,75.49
2019,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,86.8
2020,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,94.92
2021,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,125.0
2022,Fotovoltaikoa,Watt per capita,,Bidasoa Beherea / Bajo Bidasoa,,Bidasoa Beherea / Bajo Bidasoa,130.41
2010,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,65.57
2011,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,71.04
2012,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,71.05
2013,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,70.26
2014,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,66.39
2015,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,66.63
2016,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,67.34
2017,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,67.1
2018,Fotovoltaikoa,Watt per capita,,,Anoeta,Anoeta,65.32
