Year,Series,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2011,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,17.5
2019,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,23.3
2021,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,22.9
2018,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,23.2
2017,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,22.8
2015,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,24.6
2020,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,24.5
2012,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,20.5
2016,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,22.7
2014,EU_COV_RGI,,TIT,,,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,25.1
2011,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,9.1
2016,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,13.6
2018,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,11.5
2019,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,11.9
2010,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,6.6
2017,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,12.0
2020,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,13.2
2014,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,14.9
2013,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,11.3
2015,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,13.8
2021,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,14.7
2012,EU_COV_RGI,,TIT,,,,ES0101,,1.000 biztanle bakoitzeko,ES0101,8.5
2015,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,24.9
2013,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,25.4
2012,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,21.9
2011,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,16.7
2017,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,30.4
2016,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,28.1
2010,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,13.4
2019,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,23.7
2021,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,26.7
2014,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,26.3
2020,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,27.2
2018,EU_COV_RGI,,TIT,,,,ES0104,,1.000 biztanle bakoitzeko,ES0104,28.2
2012,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,22.7
2010,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,18.4
2011,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,19.5
2017,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,22.1
2021,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,19.8
2014,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,26.8
2016,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,22.6
2013,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,25.2
2020,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,21.5
2019,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,20.0
2018,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,20.5
2015,EU_COV_RGI,,TIT,,,,ES0106,,1.000 biztanle bakoitzeko,ES0106,24.7
2012,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,26.5
2017,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,28.9
2011,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,25.2
2020,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,28.3
2021,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,28.8
2018,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,26.4
2016,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,31.7
2010,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,24.3
2019,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,25.7
2015,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,32.1
2014,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,32.9
2013,EU_COV_RGI,,TIT,,,,ES0102,,1.000 biztanle bakoitzeko,ES0102,29.9
2011,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,11.8
2021,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,10.1
2015,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,14.4
2010,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,9.1
2020,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,10.4
2013,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,14.0
2016,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,14.3
2014,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,12.3
2017,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,10.6
2012,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,13.6
2018,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,10.0
2019,EU_COV_RGI,,TIT,,,,ES0103,,1.000 biztanle bakoitzeko,ES0103,9.3
2020,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,21.5
2016,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,24.6
2010,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,21.4
2012,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,24.8
2018,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,21.4
2015,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,25.5
2017,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,23.8
2021,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,20.6
2014,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,24.5
2019,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,19.9
2011,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,21.6
2013,EU_COV_RGI,,TIT,,,,ES4801,,1.000 biztanle bakoitzeko,ES4801,25.0
2019,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,18.7
2013,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,20.9
2010,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,13.5
2021,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,19.4
2011,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,16.4
2016,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,21.1
2012,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,18.7
2018,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,18.4
2015,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,22.0
2014,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,21.7
2017,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,20.1
2020,EU_COV_RGI,,TIT,,,,ES2001,,1.000 biztanle bakoitzeko,ES2001,20.5
2015,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,38.0
2014,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,38.5
2019,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,30.5
2017,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,35.8
2011,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,35.2
2021,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,30.1
2012,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,35.3
2020,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,31.2
2016,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,37.5
2013,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,37.7
2010,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,36.3
2018,EU_COV_RGI,,TIT,,,,ES4802,,1.000 biztanle bakoitzeko,ES4802,32.7
2016,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,28.1
2011,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,18.1
2010,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,16.4
2018,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,24.2
2013,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,25.1
2017,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,26.1
2021,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,22.7
2015,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,28.7
2012,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,22.1
2014,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,28.0
2020,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,25.7
2019,EU_COV_RGI,,TIT,,,,ES2002,,1.000 biztanle bakoitzeko,ES2002,23.3
2015,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,16.5
2016,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,17.2
2019,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,12.0
2013,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,14.2
2012,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,12.1
2021,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,14.1
2014,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,16.6
2010,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,9.4
2011,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,11.2
2020,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,12.9
2017,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,16.1
2018,EU_COV_RGI,,TIT,,,,ES2003,,1.000 biztanle bakoitzeko,ES2003,14.7
2021,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,18.5
2016,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,22.9
2020,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,19.6
2013,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,21.7
2015,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,22.7
2017,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,21.5
2011,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,18.4
2010,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,16.6
2019,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,18.4
2012,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,18.9
2014,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,23.3
2018,EU_COV_RGI,,TIT,,,,ES2004,,1.000 biztanle bakoitzeko,ES2004,19.4
2011,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,17.2
2014,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,21.8
2021,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,17.3
2017,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,20.6
2013,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,21.7
2015,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,22.9
2020,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,18.0
2019,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,16.9
2018,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,17.8
2016,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,21.6
2012,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,20.0
2010,EU_COV_RGI,,TIT,,,,ES4803,,1.000 biztanle bakoitzeko,ES4803,17.5
2011,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,30.0
2010,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,29.2
2013,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,38.4
2015,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,41.9
2018,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,36.7
2017,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,38.9
2021,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,32.6
2020,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,34.7
2016,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,41.3
2019,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,34.1
2014,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,40.2
2012,EU_COV_RGI,,TIT,,,,ES4804,,1.000 biztanle bakoitzeko,ES4804,34.7
2014,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,30.2
2011,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,29.1
2017,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,24.3
2012,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,31.5
2013,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,30.3
2010,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,29.2
2021,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,19.7
2018,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,23.0
2019,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,21.4
2016,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,25.7
2015,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,28.3
2020,EU_COV_RGI,,TIT,,,,ES4805,,1.000 biztanle bakoitzeko,ES4805,20.7
2019,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,13.0
2013,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,15.5
2011,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,12.2
2016,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,15.3
2012,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,14.0
2017,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,14.8
2020,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,14.4
2014,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,16.9
2021,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,13.8
2010,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,11.2
2015,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,15.8
2018,EU_COV_RGI,,TIT,,,,ES2005,,1.000 biztanle bakoitzeko,ES2005,13.9
2020,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,13.1
2021,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,15.0
2017,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,12.2
2014,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,10.1
2013,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,8.6
2011,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,10.1
2016,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,12.9
2010,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,9.4
2015,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,10.3
2018,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,12.6
2012,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,9.7
2019,EU_COV_RGI,,TIT,,,,ES0105,,1.000 biztanle bakoitzeko,ES0105,12.3
2013,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,23.7
2010,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,21.8
2012,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,24.1
2016,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,21.9
2019,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,15.2
2015,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,25.1
2021,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,16.6
2018,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,18.7
2017,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,19.5
2011,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,20.7
2014,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,25.2
2020,EU_COV_RGI,,TIT,,,,ES4806,,1.000 biztanle bakoitzeko,ES4806,16.0
2020,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,19.1
2016,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,22.9
2021,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,17.8
2018,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,19.7
2011,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,17.9
2015,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,23.1
2019,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,18.9
2017,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,21.8
2014,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,23.9
2013,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,22.3
2010,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,18.9
2012,EU_COV_RGI,,TIT,,,,ES4807,,1.000 biztanle bakoitzeko,ES4807,19.9
2020,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,17.2
2015,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,21.4
2010,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,14.8
2021,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,15.1
2016,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,20.0
2011,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,16.8
2013,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,18.9
2019,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,17.2
2014,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,21.0
2018,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,17.5
2012,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,17.8
2017,EU_COV_RGI,,TIT,,,,ES2006,,1.000 biztanle bakoitzeko,ES2006,18.1
2013,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,16.3
2020,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,14.9
2010,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,10.8
2019,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,13.7
2012,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,14.6
2017,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,16.2
2011,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,12.2
2015,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,17.2
2021,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,12.8
2014,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,17.9
2016,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,17.5
2018,EU_COV_RGI,,TIT,,,,ES2007,,1.000 biztanle bakoitzeko,ES2007,14.9
2021,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,27.0
2010,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,22.3
2011,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,23.4
2020,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,26.7
2019,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,24.3
2016,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,29.6
2013,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,28.2
2012,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,25.0
2015,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,30.0
2018,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,25.1
2014,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,30.8
2017,EU_COV_RGI,,TIT,,,Araba/Álava,,,1.000 biztanle bakoitzeko,Araba/Álava,27.3
2018,EU_COV_RGI,,TIT,,,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,29.9
2021,EU_COV_RGI,,TIT,,,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,27.5
2015,EU_COV_RGI,,TIT,,,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,35.1
