Year,Series,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2014,EU_COV_AES,,TIT,,,,,Gordexola,1.000 biztanle bakoitzeko,Gordexola,14.0
2015,EU_COV_AES,,TIT,,,,,Gordexola,1.000 biztanle bakoitzeko,Gordexola,11.7
2010,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,5.8
2015,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,7.3
2018,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,7.1
2021,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,6.1
2011,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,5.8
2013,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,5.5
2012,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,5.8
2017,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,7.9
2014,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,7.2
2020,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,8.8
2016,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,7.9
2019,EU_COV_AES,,TIT,,,,,Gorliz,1.000 biztanle bakoitzeko,Gorliz,6.6
2019,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,23.9
2020,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,21.6
2010,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,14.1
2011,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,10.9
2021,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,19.6
2017,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,20.7
2016,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,20.1
2012,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,12.0
2013,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,15.7
2014,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,16.4
2018,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,21.3
2015,EU_COV_AES,,TIT,,,,,Güeñes,1.000 biztanle bakoitzeko,Güeñes,16.0
2021,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,4.2
2017,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2019,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2014,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2018,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2015,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2013,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,3.7
2012,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,3.6
2011,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,3.5
2010,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,3.4
2016,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2020,EU_COV_AES,,TIT,,,,,Harana/Valle de Arana,1.000 biztanle bakoitzeko,Harana/Valle de Arana,0.0
2015,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,7.0
2013,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,5.6
2011,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,5.0
2016,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,9.7
2019,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,12.2
2010,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,4.9
2014,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,7.8
2017,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,11.8
2020,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,15.1
2021,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,12.0
2018,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,12.3
2012,EU_COV_AES,,TIT,,,,,Hernani,1.000 biztanle bakoitzeko,Hernani,5.9
2020,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,3.2
2016,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,0.0
2017,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,3.2
2011,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,2.9
2010,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,2.9
2014,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,6.0
2018,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,6.5
2013,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,2.9
2015,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,3.1
2021,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,9.4
2019,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,0.0
2012,EU_COV_AES,,TIT,,,,,Hernialde,1.000 biztanle bakoitzeko,Hernialde,2.9
2012,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,3.7
2021,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,6.7
2019,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,6.1
2018,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,5.2
2017,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,5.6
2015,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,5.6
2011,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,3.1
2010,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,4.7
2014,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,5.1
2016,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,5.1
2013,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,5.7
2020,EU_COV_AES,,TIT,,,,,Hondarribia,1.000 biztanle bakoitzeko,Hondarribia,9.1
2013,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,0.0
2018,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,1.9
2017,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,0.0
2016,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,0.0
2020,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,10.6
2019,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,2.8
2015,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,0.0
2010,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,3.8
2021,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,9.4
2011,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,8.5
2014,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,0.0
2012,EU_COV_AES,,TIT,,,,,Ibarra,1.000 biztanle bakoitzeko,Ibarra,5.0
2018,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,4.8
2019,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,8.0
2021,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,8.7
2012,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,3.1
2017,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,4.7
2016,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,6.3
2020,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,6.1
2014,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,7.8
2010,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,8.0
2011,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,4.7
2015,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,6.2
2013,EU_COV_AES,,TIT,,,,,Ibarrangelu,1.000 biztanle bakoitzeko,Ibarrangelu,3.1
2013,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,4.3
2011,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,3.9
2012,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,3.9
2015,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,6.9
2016,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,7.2
2019,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,6.7
2018,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,8.4
2020,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,7.2
2017,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,7.2
2014,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,6.0
2021,EU_COV_AES,,TIT,,,,,Idiazabal,1.000 biztanle bakoitzeko,Idiazabal,7.3
2014,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.7
2013,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,6.5
2019,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,12.2
2015,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.7
2020,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.8
2021,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.7
2010,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,6.9
2012,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.7
2011,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,7.2
2017,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,13.3
2016,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,11.9
2018,EU_COV_AES,,TIT,,,,,Igorre,1.000 biztanle bakoitzeko,Igorre,14.0
2020,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,22.9
2016,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,14.3
2021,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,21.0
2010,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,6.5
2012,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,12.9
2014,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,14.8
2019,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,22.2
2018,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,20.0
2015,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,14.5
2017,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,16.2
2011,EU_COV_AES,,TIT,,,,,Ikaztegieta,1.000 biztanle bakoitzeko,Ikaztegieta,4.3
2015,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,6.2
2019,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,9.4
2021,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,9.9
2012,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,5.0
2013,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,6.7
2020,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,10.8
2014,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,6.3
2011,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,4.7
2017,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,8.7
2018,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,8.4
2016,EU_COV_AES,,TIT,,,,,Irun,1.000 biztanle bakoitzeko,Irun,9.7
2012,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,3.5
2016,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,9.5
2010,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,6.2
2011,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,4.2
2017,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,7.3
2015,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,9.7
2013,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,8.2
2021,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,9.5
2019,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,6.5
2014,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,7.5
2018,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,6.0
2020,EU_COV_AES,,TIT,,,,,Iruña Oka/Iruña de Oca,1.000 biztanle bakoitzeko,Iruña Oka/Iruña de Oca,7.0
2021,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,7.6
2014,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,9.1
2017,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,8.9
2011,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,5.0
2015,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,8.8
2012,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,8.6
2019,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,9.9
2018,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,8.3
2010,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,8.3
2020,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,15.3
2016,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,7.9
2013,EU_COV_AES,,TIT,,,,,Irura,1.000 biztanle bakoitzeko,Irura,6.7
2016,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2014,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,7.4
2015,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.9
2019,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2010,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2013,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,5.5
2021,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2018,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2011,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2020,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2017,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2012,EU_COV_AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2021,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,1.3
2019,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,6.7
2012,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,5.6
2011,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,10.1
2017,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,6.9
2014,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,7.0
2016,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,8.3
2015,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,7.0
2018,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,9.5
2020,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,8.0
2010,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,10.4
2013,EU_COV_AES,,TIT,,,,,Ispaster,1.000 biztanle bakoitzeko,Ispaster,7.0
2021,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,21.0
2018,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,14.1
2016,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,13.3
2012,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,7.4
2019,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,15.2
2013,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,12.0
2011,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,1.5
2015,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,9.0
2020,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,21.4
2014,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,16.4
2010,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,4.6
2017,EU_COV_AES,,TIT,,,,,Itsasondo,1.000 biztanle bakoitzeko,Itsasondo,11.5
2020,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,14.2
2012,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,7.8
2011,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,4.7
2018,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,10.3
2010,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,5.0
2019,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,13.6
2017,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,10.1
2016,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,6.5
2013,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,7.9
2014,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,8.3
2015,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,6.0
2021,EU_COV_AES,,TIT,,,,,Iurreta,1.000 biztanle bakoitzeko,Iurreta,11.5
2013,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2016,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2021,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,4.2
2011,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2020,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,3.7
2017,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,3.6
2015,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,3.9
2018,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,6.9
2012,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2010,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,0.0
2014,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,7.3
2019,EU_COV_AES,,TIT,,,,,Izurtza,1.000 biztanle bakoitzeko,Izurtza,10.4
2011,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,5.7
2020,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,17.8
2021,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,14.1
2017,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,12.8
2018,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,19.8
2014,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,10.4
2012,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,8.6
2015,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,13.8
2016,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,16.4
2019,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,16.0
2010,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,7.2
2013,EU_COV_AES,,TIT,,,,,Karrantza Harana/Valle de Carranza,1.000 biztanle bakoitzeko,Karrantza Harana/Valle de Carranza,11.5
2013,EU_COV_AES,,TIT,,,,,Kortezubi,1.000 biztanle bakoitzeko,Kortezubi,2.2
2015,EU_COV_AES,,TIT,,,,,Kortezubi,1.000 biztanle bakoitzeko,Kortezubi,4.5
2010,EU_COV_AES,,TIT,,,,,Kortezubi,1.000 biztanle bakoitzeko,Kortezubi,7.1
2017,EU_COV_AES,,TIT,,,,,Kortezubi,1.000 biztanle bakoitzeko,Kortezubi,4.6
2019,EU_COV_AES,,TIT,,,,,Kortezubi,1.000 biztanle bakoitzeko,Kortezubi,2.3
2021,EU_COV_AES,,TIT,,,,,Kortezubi,1.000 biztanle bakoitzeko,Kortezubi,6.7
