Year,Fuente de energía renovable,Units,Territorio,Comarca,Municipio,GeoCode,Value
2016,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,130.06
2017,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,146.15
2018,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,147.42
2019,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,146.85
2020,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,151.1
2021,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,154.21
2022,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,155.17
2010,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,364.32
2011,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,357.67
2012,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,362.96
2013,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,468.31
2014,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,471.2
2015,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,479.68
2016,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,484.52
2017,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,484.52
2018,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,469.97
2019,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,472.47
2020,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,472.47
2021,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,470.8
2022,Solar térmica,Watts per cápita,,,Arrieta,Arrieta,465.04
2010,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,46.07
2011,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,46.03
2012,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,46.68
2013,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,46.74
2014,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,46.73
2015,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,47.02
2016,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,47.26
2017,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,47.45
2018,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,47.72
2019,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,47.47
2020,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,47.66
2021,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,48.43
2022,Solar térmica,Watts per cápita,,,Arrigorriaga,Arrigorriaga,48.41
2010,Solar térmica,Watts per cápita,,,Bakio,Bakio,583.79
2011,Solar térmica,Watts per cápita,,,Bakio,Bakio,570.17
2012,Solar térmica,Watts per cápita,,,Bakio,Bakio,566.27
2013,Solar térmica,Watts per cápita,,,Bakio,Bakio,569.95
2014,Solar térmica,Watts per cápita,,,Bakio,Bakio,575.93
2015,Solar térmica,Watts per cápita,,,Bakio,Bakio,600.77
2016,Solar térmica,Watts per cápita,,,Bakio,Bakio,604.1
2017,Solar térmica,Watts per cápita,,,Bakio,Bakio,600.61
2018,Solar térmica,Watts per cápita,,,Bakio,Bakio,591.51
2019,Solar térmica,Watts per cápita,,,Bakio,Bakio,594.22
2020,Solar térmica,Watts per cápita,,,Bakio,Bakio,561.31
2021,Solar térmica,Watts per cápita,,,Bakio,Bakio,554.73
2022,Solar térmica,Watts per cápita,,,Bakio,Bakio,554.33
2010,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.69
2011,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.69
2012,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.7
2013,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.74
2014,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.71
2015,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.74
2016,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.78
2017,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,5.78
2018,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,9.81
2019,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,9.76
2020,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,9.79
2021,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,9.83
2022,Solar térmica,Watts per cápita,,,Barakaldo,Barakaldo,9.78
2010,Solar térmica,Watts per cápita,,,Barrika,Barrika,558.34
2011,Solar térmica,Watts per cápita,,,Barrika,Barrika,558.34
2012,Solar térmica,Watts per cápita,,,Barrika,Barrika,571.24
2013,Solar térmica,Watts per cápita,,,Barrika,Barrika,567.2
2014,Solar térmica,Watts per cápita,,,Barrika,Barrika,578.79
2015,Solar térmica,Watts per cápita,,,Barrika,Barrika,580.27
2016,Solar térmica,Watts per cápita,,,Barrika,Barrika,587.13
2017,Solar térmica,Watts per cápita,,,Barrika,Barrika,647.56
2018,Solar térmica,Watts per cápita,,,Barrika,Barrika,650.52
2019,Solar térmica,Watts per cápita,,,Barrika,Barrika,649.25
2020,Solar térmica,Watts per cápita,,,Barrika,Barrika,625.16
2021,Solar térmica,Watts per cápita,,,Barrika,Barrika,626.73
2022,Solar térmica,Watts per cápita,,,Barrika,Barrika,628.72
2010,Solar térmica,Watts per cápita,,,Basauri,Basauri,11.11
2011,Solar térmica,Watts per cápita,,,Basauri,Basauri,11.17
2012,Solar térmica,Watts per cápita,,,Basauri,Basauri,11.24
2013,Solar térmica,Watts per cápita,,,Basauri,Basauri,24.96
2014,Solar térmica,Watts per cápita,,,Basauri,Basauri,25.1
2015,Solar térmica,Watts per cápita,,,Basauri,Basauri,25.28
2016,Solar térmica,Watts per cápita,,,Basauri,Basauri,25.33
2017,Solar térmica,Watts per cápita,,,Basauri,Basauri,25.34
2018,Solar térmica,Watts per cápita,,,Basauri,Basauri,25.45
2019,Solar térmica,Watts per cápita,,,Basauri,Basauri,52.28
2020,Solar térmica,Watts per cápita,,,Basauri,Basauri,52.83
2021,Solar térmica,Watts per cápita,,,Basauri,Basauri,53.15
2022,Solar térmica,Watts per cápita,,,Basauri,Basauri,53.07
2010,Solar térmica,Watts per cápita,,,Berango,Berango,40.85
2011,Solar térmica,Watts per cápita,,,Berango,Berango,40.34
2012,Solar térmica,Watts per cápita,,,Berango,Berango,44.6
2013,Solar térmica,Watts per cápita,,,Berango,Berango,44.69
2014,Solar térmica,Watts per cápita,,,Berango,Berango,44.21
2015,Solar térmica,Watts per cápita,,,Berango,Berango,44.07
2016,Solar térmica,Watts per cápita,,,Berango,Berango,74.72
2017,Solar térmica,Watts per cápita,,,Berango,Berango,107.41
2018,Solar térmica,Watts per cápita,,,Berango,Berango,112.31
2019,Solar térmica,Watts per cápita,,,Berango,Berango,111.77
2020,Solar térmica,Watts per cápita,,,Berango,Berango,109.38
2021,Solar térmica,Watts per cápita,,,Berango,Berango,108.01
2022,Solar térmica,Watts per cápita,,,Berango,Berango,106.49
2010,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,91.06
2011,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,92.52
2012,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,92.66
2013,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,95.49
2014,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,95.98
2015,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,96.23
2016,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,97.7
2017,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,97.13
2018,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,97.04
2019,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,96.87
2020,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,97.27
2021,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,110.54
2022,Solar térmica,Watts per cápita,,,Bermeo,Bermeo,133.5
2010,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,44.27
2011,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,44.37
2012,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,44.55
2013,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,44.87
2014,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,44.65
2015,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,44.9
2016,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,56.55
2017,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,55.73
2018,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,55.96
2019,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,55.69
2020,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,56.27
2021,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,57.1
2022,Solar térmica,Watts per cápita,,,Berriatua,Berriatua,57.1
2010,Solar térmica,Watts per cápita,,,Berriz,Berriz,45.75
2011,Solar térmica,Watts per cápita,,,Berriz,Berriz,45.84
2012,Solar térmica,Watts per cápita,,,Berriz,Berriz,69.43
2013,Solar térmica,Watts per cápita,,,Berriz,Berriz,70.07
2014,Solar térmica,Watts per cápita,,,Berriz,Berriz,95.33
2015,Solar térmica,Watts per cápita,,,Berriz,Berriz,96.87
2016,Solar térmica,Watts per cápita,,,Berriz,Berriz,95.45
2017,Solar térmica,Watts per cápita,,,Berriz,Berriz,212.97
2018,Solar térmica,Watts per cápita,,,Berriz,Berriz,239.74
2019,Solar térmica,Watts per cápita,,,Berriz,Berriz,241.75
2020,Solar térmica,Watts per cápita,,,Berriz,Berriz,248.19
2021,Solar térmica,Watts per cápita,,,Berriz,Berriz,248.4
2022,Solar térmica,Watts per cápita,,,Berriz,Berriz,248.51
2010,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,27.9
2011,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,29.41
2012,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,29.76
2013,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,31.21
2014,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,31.55
2015,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,31.65
2016,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,79.84
2017,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,82.82
2018,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,90.06
2019,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,92.34
2020,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,93.77
2021,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,95.7
2022,Solar térmica,Watts per cápita,,Bilbo Handia / Gran Bilbao,,Bilbo Handia / Gran Bilbao,95.33
2010,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,5.59
2011,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,5.61
2012,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,5.7
2013,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,5.85
2014,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,5.87
2015,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,5.89
2016,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,12.24
2017,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,12.52
2018,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,16.39
2019,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,16.51
2020,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,16.69
2021,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,20.15
2022,Solar térmica,Watts per cápita,,,Bilbao,Bilbao,20.15
2010,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2011,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2012,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2013,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2014,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2015,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2016,Solar térmica,Watts per cápita,,,Busturia,Busturia,0.0
2017,Solar térmica,Watts per cápita,,,Busturia,Busturia,42.69
2018,Solar térmica,Watts per cápita,,,Busturia,Busturia,43.56
2019,Solar térmica,Watts per cápita,,,Busturia,Busturia,43.16
2020,Solar térmica,Watts per cápita,,,Busturia,Busturia,42.43
2021,Solar térmica,Watts per cápita,,,Busturia,Busturia,41.94
2022,Solar térmica,Watts per cápita,,,Busturia,Busturia,42.43
2010,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.14
2011,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,24.94
2012,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.14
2013,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.03
2014,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.11
2015,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.25
2016,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.47
2017,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.55
2018,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,24.95
2019,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,24.7
2020,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.14
2021,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.61
2022,Solar térmica,Watts per cápita,,,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,25.61
2010,Solar térmica,Watts per cápita,,,Artea,Artea,190.91
2011,Solar térmica,Watts per cápita,,,Artea,Artea,190.41
2012,Solar térmica,Watts per cápita,,,Artea,Artea,607.47
2013,Solar térmica,Watts per cápita,,,Artea,Artea,597.11
2014,Solar térmica,Watts per cápita,,,Artea,Artea,600.4
2015,Solar térmica,Watts per cápita,,,Artea,Artea,619.16
2016,Solar térmica,Watts per cápita,,,Artea,Artea,633.7
2017,Solar térmica,Watts per cápita,,,Artea,Artea,631.95
2018,Solar térmica,Watts per cápita,,,Artea,Artea,630.2
2019,Solar térmica,Watts per cápita,,,Artea,Artea,631.07
2020,Solar térmica,Watts per cápita,,,Artea,Artea,607.47
2021,Solar térmica,Watts per cápita,,,Artea,Artea,605.05
2022,Solar térmica,Watts per cápita,,,Artea,Artea,596.33
2010,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,260.44
2011,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,261.84
2012,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,266.51
2013,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,271.36
2014,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,299.36
2015,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,301.29
2016,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,302.16
2017,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,302.4
2018,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,300.48
2019,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,301.43
2020,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,306.57
2021,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,301.43
2022,Solar térmica,Watts per cápita,,,Zeanuri,Zeanuri,304.59
2010,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,313.93
2011,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,310.67
2012,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,308.63
2013,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,308.63
2014,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,309.43
2015,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,307.11
2016,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,311.25
2017,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,312.44
2018,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,308.92
2019,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,303.51
2020,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,305.19
2021,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,306.9
2022,Solar térmica,Watts per cápita,,,Zeberio,Zeberio,305.76
2010,Solar térmica,Watts per cápita,,,Dima,Dima,625.09
2011,Solar térmica,Watts per cápita,,,Dima,Dima,633.56
2012,Solar térmica,Watts per cápita,,,Dima,Dima,613.68
2013,Solar térmica,Watts per cápita,,,Dima,Dima,608.05
2014,Solar térmica,Watts per cápita,,,Dima,Dima,615.63
2015,Solar térmica,Watts per cápita,,,Dima,Dima,602.13
2016,Solar térmica,Watts per cápita,,,Dima,Dima,609.12
2017,Solar térmica,Watts per cápita,,,Dima,Dima,708.74
2018,Solar térmica,Watts per cápita,,,Dima,Dima,714.19
2019,Solar térmica,Watts per cápita,,,Dima,Dima,710.71
2020,Solar térmica,Watts per cápita,,,Dima,Dima,692.41
2021,Solar térmica,Watts per cápita,,,Dima,Dima,700.0
2022,Solar térmica,Watts per cápita,,,Dima,Dima,682.7
2010,Solar térmica,Watts per cápita,,,Durango,Durango,10.28
2011,Solar térmica,Watts per cápita,,,Durango,Durango,10.16
2012,Solar térmica,Watts per cápita,,,Durango,Durango,10.14
2013,Solar térmica,Watts per cápita,,,Durango,Durango,10.14
2014,Solar térmica,Watts per cápita,,,Durango,Durango,13.71
2015,Solar térmica,Watts per cápita,,,Durango,Durango,13.67
2016,Solar térmica,Watts per cápita,,,Durango,Durango,13.72
2017,Solar térmica,Watts per cápita,,,Durango,Durango,24.14
2018,Solar térmica,Watts per cápita,,,Durango,Durango,27.59
2019,Solar térmica,Watts per cápita,,,Durango,Durango,34.34
2020,Solar térmica,Watts per cápita,,,Durango,Durango,35.97
2021,Solar térmica,Watts per cápita,,,Durango,Durango,42.5
2022,Solar térmica,Watts per cápita,,,Durango,Durango,50.06
2010,Solar térmica,Watts per cápita,,,Ea,Ea,39.42
2011,Solar térmica,Watts per cápita,,,Ea,Ea,39.87
2012,Solar térmica,Watts per cápita,,,Ea,Ea,105.69
2013,Solar térmica,Watts per cápita,,,Ea,Ea,105.69
2014,Solar térmica,Watts per cápita,,,Ea,Ea,104.59
2015,Solar térmica,Watts per cápita,,,Ea,Ea,104.59
2016,Solar térmica,Watts per cápita,,,Ea,Ea,107.7
2017,Solar térmica,Watts per cápita,,,Ea,Ea,106.81
2018,Solar térmica,Watts per cápita,,,Ea,Ea,165.1
2019,Solar térmica,Watts per cápita,,,Ea,Ea,167.46
2020,Solar térmica,Watts per cápita,,,Ea,Ea,166.08
2021,Solar térmica,Watts per cápita,,,Ea,Ea,164.7
2022,Solar térmica,Watts per cápita,,,Ea,Ea,163.17
2010,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,0.0
2011,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,0.0
2012,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,0.0
2013,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,0.0
2014,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,0.0
2015,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,0.0
2016,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,15.25
2017,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,15.14
2018,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,49.39
2019,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,48.87
2020,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,48.55
2021,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,47.99
2022,Solar térmica,Watts per cápita,,,Etxebarri,Etxebarri,47.23
2010,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,81.21
2011,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,81.81
2012,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,84.1
2013,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,86.52
2014,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,93.15
2015,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,93.06
2016,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,94.53
2017,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,117.59
2018,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,121.64
2019,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,129.08
2020,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,135.84
2021,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,144.86
2022,Solar térmica,Watts per cápita,,Durangaldea / Duranguesado,,Durangaldea / Duranguesado,146.92
2010,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,141.7
2011,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,142.66
2012,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,142.09
2013,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,145.03
2014,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,147.78
2015,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,150.71
2016,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,144.63
2017,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,142.86
2018,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,251.66
2019,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,253.69
2020,Solar térmica,Watts per cápita,,,Etxebarria,Etxebarria,266.95
