Year,Series,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,EU_COV_RGI,Mujer,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,51.3
2017,EU_COV_RGI,Mujer,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,45.5
2015,EU_COV_RGI,Mujer,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,25.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,51.3
2018,EU_COV_RGI,Mujer,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,50.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,22.7
2016,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,25.9
2019,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,16.8
2017,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,16.9
2014,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,17.1
2020,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,15.2
2015,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,35.1
2018,EU_COV_RGI,Mujer,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,8.1
2018,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,24.2
2015,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,23.5
2016,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,24.3
2014,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,23.2
2020,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,24.4
2017,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,26.3
2019,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,24.6
2021,EU_COV_RGI,Mujer,TIT,,,,,Berango,Por 1.000 habitantes,Berango,18.1
2014,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,17.6
2016,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,13.6
2020,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,12.7
2019,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,21.0
2017,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,13.4
2021,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,21.1
2015,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,26.8
2018,EU_COV_RGI,Mujer,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,13.3
2014,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,4.0
2015,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,5.8
2016,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,7.7
2021,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2019,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.9
2017,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,5.8
2018,EU_COV_RGI,Mujer,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.9
2019,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,13.5
2018,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,15.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,15.9
2016,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,17.1
2015,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,16.2
2017,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,15.6
2020,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,13.2
2014,EU_COV_RGI,Mujer,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,16.6
2015,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,39.3
2021,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,28.9
2014,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,41.2
2017,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,34.4
2020,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,30.7
2018,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,33.5
2019,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,31.6
2016,EU_COV_RGI,Mujer,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,34.1
2015,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,9.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,13.6
2019,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,14.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,9.1
2014,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,4.6
2018,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,4.8
2017,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,13.8
2016,EU_COV_RGI,Mujer,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,9.0
2018,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,17.6
2016,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,10.6
2017,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,8.8
2015,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,14.2
2020,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,10.4
2021,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,10.4
2019,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,12.2
2014,EU_COV_RGI,Mujer,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,14.2
2018,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,20.4
2020,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,18.1
2021,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,18.1
2017,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,22.8
2015,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,24.0
2014,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,26.1
2019,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,16.4
2016,EU_COV_RGI,Mujer,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,22.4
2017,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,13.3
2020,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,10.3
2015,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,28.1
2016,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,26.8
2021,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,10.3
2019,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,10.1
2014,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,27.5
2018,EU_COV_RGI,Mujer,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,16.7
2017,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,15.4
2014,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,16.2
2019,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,11.1
2015,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,20.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,11.8
2016,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,19.5
2018,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,15.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,15.7
2020,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,43.4
2019,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,42.2
2015,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,51.6
2016,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,51.5
2021,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,41.8
2018,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,45.5
2017,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,49.7
2014,EU_COV_RGI,Mujer,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,53.2
2018,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,35.6
2014,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,44.9
2021,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,28.6
2019,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,36.6
2017,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,37.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,34.6
2016,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,38.6
2015,EU_COV_RGI,Mujer,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,43.4
2021,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,15.6
2018,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,18.0
2014,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,18.0
2016,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,20.3
2015,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,18.2
2017,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,20.0
2019,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,16.2
2020,EU_COV_RGI,Mujer,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,11.7
2017,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,15.9
2015,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,18.5
2016,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,18.5
2019,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,13.2
2021,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,11.3
2018,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,14.7
2014,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,21.2
2020,EU_COV_RGI,Mujer,TIT,,,,,Deba,Por 1.000 habitantes,Deba,15.3
2016,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,15.0
2014,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,16.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,11.9
2017,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,13.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,14.4
2019,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,10.0
2018,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,10.8
2015,EU_COV_RGI,Mujer,TIT,,,,,Derio,Por 1.000 habitantes,Derio,12.6
2014,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,20.4
2015,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,21.2
2018,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,22.7
2017,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,21.2
2019,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,16.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,9.7
2016,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,21.1
2021,EU_COV_RGI,Mujer,TIT,,,,,Dima,Por 1.000 habitantes,Dima,9.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,25.1
2020,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,22.3
2019,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,21.4
2016,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,25.9
2021,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,19.8
2017,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,24.4
2018,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,22.7
2014,EU_COV_RGI,Mujer,TIT,,,,,Donostia / San Sebastián,Por 1.000 habitantes,Donostia / San Sebastián,26.6
2015,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,26.7
2017,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,23.6
2018,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,20.8
2014,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,24.8
2019,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,19.4
2016,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,23.5
2021,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,19.8
2020,EU_COV_RGI,Mujer,TIT,,,,,Durango,Por 1.000 habitantes,Durango,20.3
2021,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,7.5
2018,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,17.5
2019,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,12.7
2016,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,24.3
2015,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,31.1
2017,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,19.3
2014,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,36.1
2020,EU_COV_RGI,Mujer,TIT,,,,,Ea,Por 1.000 habitantes,Ea,10.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,26.2
2014,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,28.9
2020,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,30.2
2018,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,26.3
2015,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,27.9
2019,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,26.8
2016,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,28.1
2017,EU_COV_RGI,Mujer,TIT,,,,,Eibar,Por 1.000 habitantes,Eibar,27.2
2018,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,50.3
2015,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,68.4
2014,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,76.5
2021,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,51.1
2019,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,52.0
2017,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,54.9
2020,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,56.8
2016,EU_COV_RGI,Mujer,TIT,,,,,Elantxobe,Por 1.000 habitantes,Elantxobe,75.7
2020,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,3.2
2019,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,3.4
2017,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,6.8
2018,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,3.5
2021,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,6.4
2014,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,10.0
2016,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,6.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Elburgo/Burgelu,Por 1.000 habitantes,Elburgo/Burgelu,6.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,21.1
2014,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,27.3
2016,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,22.2
2020,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,21.5
2018,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,22.6
2019,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,11.3
2017,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,22.1
2021,EU_COV_RGI,Mujer,TIT,,,,,Elciego,Por 1.000 habitantes,Elciego,17.6
2018,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,0.0
2017,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,0.0
2014,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,0.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,16.8
2019,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,8.3
2015,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,0.0
2020,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,16.8
2016,EU_COV_RGI,Mujer,TIT,,,,,Elduain,Por 1.000 habitantes,Elduain,0.0
2020,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,7.3
2019,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,5.6
2017,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,9.2
2016,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,14.6
2021,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,7.3
2018,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,3.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,11.2
2014,EU_COV_RGI,Mujer,TIT,,,,,Elgeta,Por 1.000 habitantes,Elgeta,9.2
2017,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,23.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,27.4
2020,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,21.4
2014,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,25.7
2021,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,21.2
2019,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,20.1
2016,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,25.3
2018,EU_COV_RGI,Mujer,TIT,,,,,Elgoibar,Por 1.000 habitantes,Elgoibar,20.9
2018,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,13.3
2021,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,11.6
2019,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,12.1
2017,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,15.2
2016,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,18.1
2020,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,12.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,16.5
2014,EU_COV_RGI,Mujer,TIT,,,,,Elorrio,Por 1.000 habitantes,Elorrio,18.0
2019,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2020,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,11.3
2018,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,5.4
2014,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,5.6
2016,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,10.6
2015,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,0.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,5.6
2017,EU_COV_RGI,Mujer,TIT,,,,,Elvillar/Bilar,Por 1.000 habitantes,Elvillar/Bilar,10.6
2018,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,40.3
2016,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,42.2
2017,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,42.4
2019,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,37.4
2021,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,30.7
2015,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,51.1
2014,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,47.9
2020,EU_COV_RGI,Mujer,TIT,,,,,Erandio,Por 1.000 habitantes,Erandio,36.8
2017,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,16.5
2020,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,16.9
2014,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,8.1
2016,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,24.2
2015,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,25.0
2019,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,16.0
2021,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,8.5
2018,EU_COV_RGI,Mujer,TIT,,,,,Ereño,Por 1.000 habitantes,Ereño,16.7
2014,EU_COV_RGI,Mujer,TIT,,,,,Ermua,Por 1.000 habitantes,Ermua,28.7
2020,EU_COV_RGI,Mujer,TIT,,,,,Ermua,Por 1.000 habitantes,Ermua,23.6
