Year,Series,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,EU_COV_AES,,TIT,,,,,Baños de Ebro/Mañueta,Por 1.000 habitantes,Baños de Ebro/Mañueta,0.0
2021,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,17.8
2015,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,10.8
2019,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,28.2
2011,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,8.5
2018,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,28.8
2017,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,30.4
2016,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,33.1
2012,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,14.0
2010,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,10.8
2014,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,11.2
2013,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,12.0
2020,EU_COV_AES,,TIT,,,,,Barakaldo,Por 1.000 habitantes,Barakaldo,21.1
2016,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,3.2
2020,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,3.8
2010,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,4.0
2019,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,2.0
2021,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,2.5
2013,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,6.5
2018,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,2.0
2014,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,2.6
2017,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,2.0
2012,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,3.9
2011,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,3.3
2015,EU_COV_AES,,TIT,,,,,Barrika,Por 1.000 habitantes,Barrika,3.2
2020,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,3.2
2021,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,1.1
2010,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,3.2
2014,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,2.1
2011,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,1.1
2015,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,3.2
2019,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,3.2
2017,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,2.1
2018,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,4.2
2016,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,1.1
2013,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,2.1
2012,EU_COV_AES,,TIT,,,,,Barrundia,Por 1.000 habitantes,Barrundia,2.1
2018,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,15.4
2013,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,0.0
2021,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,14.7
2019,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,15.9
2015,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,14.8
2020,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,14.5
2014,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,13.4
2016,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,13.0
2012,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,0.0
2017,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,14.4
2011,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,0.0
2010,EU_COV_AES,,TIT,,,,,Basauri,Por 1.000 habitantes,Basauri,4.1
2020,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,7.9
2012,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,4.2
2011,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,5.3
2019,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,6.3
2013,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,7.6
2014,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,10.4
2015,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,10.5
2018,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,6.9
2021,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,8.6
2017,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,6.4
2010,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,9.5
2016,EU_COV_AES,,TIT,,,,,Beasain,Por 1.000 habitantes,Beasain,8.5
2013,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,5.9
2020,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,12.2
2019,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,5.7
2014,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,5.8
2021,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,11.0
2015,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,7.8
2016,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,7.8
2012,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,6.0
2017,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,9.8
2010,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,4.1
2011,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,3.1
2018,EU_COV_AES,,TIT,,,,,Bedia,Por 1.000 habitantes,Bedia,9.6
2012,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,0.0
2020,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,8.3
2011,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,0.0
2021,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,17.4
2016,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,0.0
2017,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,15.8
2013,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,0.0
2015,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,0.0
2010,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,13.5
2019,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,16.4
2014,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,0.0
2018,EU_COV_AES,,TIT,,,,,Beizama,Por 1.000 habitantes,Beizama,24.2
2016,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,3.9
2015,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,15.4
2018,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,7.8
2021,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,7.1
2014,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,22.4
2017,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,11.7
2012,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,3.5
2013,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,14.3
2011,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,3.4
2020,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,7.5
2010,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,6.7
2019,EU_COV_AES,,TIT,,,,,Belauntza,Por 1.000 habitantes,Belauntza,7.7
2021,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,4.8
2013,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,4.3
2014,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,5.1
2016,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,4.9
2019,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,5.4
2015,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,2.8
2010,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,4.3
2018,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,4.9
2017,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,6.7
2012,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,3.1
2020,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,7.4
2011,EU_COV_AES,,TIT,,,,,Berango,Por 1.000 habitantes,Berango,4.1
2017,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,2.1
2016,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,2.1
2013,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2018,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,6.2
2011,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,2.1
2020,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,10.0
2019,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,8.1
2014,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,2.1
2015,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,4.2
2010,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2021,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,8.0
2012,EU_COV_AES,,TIT,,,,,Berantevilla,Por 1.000 habitantes,Berantevilla,0.0
2019,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2013,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2010,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,1.9
2015,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,2.8
2012,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2021,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,2.8
2011,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,1.9
2016,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2017,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,2.8
2020,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,3.8
2018,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,2.8
2014,EU_COV_AES,,TIT,,,,,Berastegi,Por 1.000 habitantes,Berastegi,4.8
2015,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,4.8
2017,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,3.8
2012,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,6.8
2019,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,3.9
2013,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,3.7
2010,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,8.5
2020,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,5.8
2018,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,3.4
2011,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,7.7
2014,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,5.0
2016,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,5.1
2021,EU_COV_AES,,TIT,,,,,Bergara,Por 1.000 habitantes,Bergara,4.7
2010,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,12.2
2014,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,12.3
2013,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,10.5
2012,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,10.4
2021,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,0.3
2015,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,11.6
2019,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,11.7
2017,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,10.9
2016,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,11.5
2020,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,2.6
2011,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,9.6
2018,EU_COV_AES,,TIT,,,,,Bermeo,Por 1.000 habitantes,Bermeo,10.9
2010,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,1.7
2015,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,5.7
2012,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,1.7
2018,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,3.8
2020,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,5.6
2017,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,7.5
2011,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,1.7
2013,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,1.8
2014,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,5.5
2021,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,3.6
2016,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,7.6
2019,EU_COV_AES,,TIT,,,,,Bernedo,Por 1.000 habitantes,Bernedo,5.7
2019,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,11.2
2010,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,3.9
2016,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,13.0
2018,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,11.2
2014,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,10.5
2017,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,10.4
2012,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,4.8
2021,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,8.1
2011,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,1.6
2020,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,11.2
2015,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,9.8
2013,EU_COV_AES,,TIT,,,,,Berriatua,Por 1.000 habitantes,Berriatua,9.6
2011,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,8.0
2016,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,12.9
2021,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,14.3
2013,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,7.3
2010,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,5.3
2019,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,12.0
2014,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,0.4
2020,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,17.8
2018,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,10.8
2015,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,0.0
2012,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,7.2
2017,EU_COV_AES,,TIT,,,,,Berriz,Por 1.000 habitantes,Berriz,11.8
2015,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,16.6
2016,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,16.5
2010,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,8.7
2021,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,18.3
2012,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,15.7
2017,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,8.1
2020,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,16.5
2013,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,13.8
2011,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,12.1
2018,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,8.1
2014,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,13.5
2019,EU_COV_AES,,TIT,,,,,Berrobi,Por 1.000 habitantes,Berrobi,17.9
2018,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,3.6
2011,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,3.8
2013,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,7.7
2020,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,10.9
2019,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,3.6
2014,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,7.7
2017,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,7.4
2021,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,7.5
2010,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,7.6
2012,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,5.7
2015,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,9.6
2016,EU_COV_AES,,TIT,,,,,Bidania-Goiatz,Por 1.000 habitantes,Bidania-Goiatz,5.7
2013,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,12.4
2011,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,16.7
2021,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,17.8
2012,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,20.1
2017,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,18.8
2018,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,17.9
2010,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,19.1
2015,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,29.7
2019,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,16.6
2014,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,28.4
2020,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,16.8
2016,EU_COV_AES,,TIT,,,,,Bilbao,Por 1.000 habitantes,Bilbao,15.8
2011,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,6.9
2017,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,10.9
2013,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,4.7
2014,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,8.3
2012,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,5.2
2010,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,7.4
2015,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,9.6
2020,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,19.6
2019,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,10.5
2021,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,13.3
2016,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,8.5
2018,EU_COV_AES,,TIT,,,,,Busturia,Por 1.000 habitantes,Busturia,9.2
2015,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,4.7
2014,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,5.6
2018,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,5.6
2012,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,7.1
2019,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,5.6
2013,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,5.4
2016,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,1.9
2010,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,3.6
2020,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,7.4
2021,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,5.4
2017,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,2.8
2011,EU_COV_AES,,TIT,,,,,Campezo/Kanpezu,Por 1.000 habitantes,Campezo/Kanpezu,4.5
2012,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,0.0
2019,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,6.8
2020,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,5.9
2017,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,6.1
2021,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,6.1
2014,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,0.0
2013,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,0.0
2016,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,7.9
2015,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,0.0
2018,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,7.7
2011,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,0.9
2010,EU_COV_AES,,TIT,,,,,Deba,Por 1.000 habitantes,Deba,0.0
2017,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,8.6
2014,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,6.0
2021,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,7.1
2020,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,8.4
2016,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,8.3
2013,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,4.0
2018,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,8.9
2019,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,7.2
2015,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,6.4
2012,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,4.3
2010,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,4.7
2011,EU_COV_AES,,TIT,,,,,Derio,Por 1.000 habitantes,Derio,3.2
2011,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,3.0
2020,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,6.9
2021,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,4.1
2012,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,2.9
2014,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,3.5
2016,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,5.5
2015,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,3.5
2010,EU_COV_AES,,TIT,,,,,Dima,Por 1.000 habitantes,Dima,3.0
